Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Hospital Type,Hospital Ownership,Emergency Services
390263,LEHIGH VALLEY HOSPITAL - MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,LEHIGH,Acute Care Hospitals,Voluntary non-profit - Other,Yes
390265,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,MERCER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,CENTRE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,PA,18711,LUZERNE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390272,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,1033 W GERMANTOWN PIKE,NORRISTOWN,PA,19401,MONTGOMERY,Acute Care Hospitals,Proprietary,No
390278,EAGLEVILLE HOSPITAL,100 EAGLEVILLE RD,EAGLEVILLE,PA,19408,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,No
390290,HAHNEMANN UNIVERSITY HOSPITAL,230 NORTH BROAD STREET,PHILADELPHIA,PA,19102,PHILADELPHIA,Acute Care Hospitals,Proprietary,Yes
390302,BARIX CLINICS OF PENNSYLVANIA,280 MIDDLETOWN ROAD,LANGHORNE,PA,19047,BUCKS,Acute Care Hospitals,Proprietary,No
390304,ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVE,PHILADELPHIA,PA,19128,PHILADELPHIA,Acute Care Hospitals,Proprietary,Yes
390307,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154,MERCER,Acute Care Hospitals,Physician,No
390312,CANCER TREATMENT CENTERS OF AMERICA,1331 EAST WYOMING AVENUE,PHILADELPHIA,PA,19124,PHILADELPHIA,Acute Care Hospitals,Voluntary non-profit - Private,No
390314,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,2310 HIGHLAND AVENUE,BETHLEHEM,PA,18017,LEHIGH,Acute Care Hospitals,Physician,No
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,BERKS,Acute Care Hospitals,Proprietary,No
390321,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,1503 CEDAR CREST BOULEVARD,ALLENTOWN,PA,18104,LEHIGH,Acute Care Hospitals,Physician,No
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL LLC,3300 TILLMAN DRIVE,BENSALEM,PA,19020,BUCKS,Acute Care Hospitals,Proprietary,No
390323,ADVANCED SURGICAL HOSPITAL,100 TRICH DRIVE,WASHINGTON,PA,15301,WASHINGTON,Acute Care Hospitals,Physician,No
390324,PHYSICIAN'S CARE SURGICAL HOSPITAL,454 ENTERPRISE DRIVE,ROYERSFORD,PA,19468,MONTGOMERY,Acute Care Hospitals,Physician,No
390325,OSS ORTHOPAEDIC HOSPITAL,1861 POWDER MILL RD,YORK,PA,17402,YORK,Acute Care Hospitals,Proprietary,No
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 ST LUKE'S BLVD,EASTON,PA,18045,NORTHAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,55 MONUMENT ROAD,YORK,PA,17403,YORK,Acute Care Hospitals,Voluntary non-profit - Private,No
390328,UPMC EAST,2775 MOSSIDE BOULEVARD,MONROEVILLE,PA,15146,ALLEGHENY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390329,EINSTEIN MEDICAL CENTER MONTGOMERY,559 WEST GERMANTOWN PIKE,EAST NORRITON,PA,19403,MONTGOMERY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
390330,ST LUKE'S HOSPITAL - MONROE CAMPUS,100 ST LUKE'S LANE,STROUDSBURG,PA,18360,MONROE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
391300,GEISINGER JERSEY SHORE HOSPITAL,1020 THOMPSON STREET,JERSEY SHORE,PA,17740,LYCOMING,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391301,UPMC SUSQUEHANNA MUNCY,215 EAST WATER STREET,MUNCY,PA,17756,LYCOMING,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391302,MEYERSDALE MEDICAL CENTER,200 HOSPITAL DRIVE,MEYERSDALE,PA,15552,SOMERSET,Critical Access Hospitals,Proprietary,Yes
391303,FULTON COUNTY MEDICAL CENTER,214 PEACH ORCHARD ROAD,MCCONNELLSBURG,PA,17233,FULTON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391304,BUCKTAIL MEDICAL CENTER,1001 PINE STREET,RENOVO,PA,17764,CLINTON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391305,TROY COMMUNITY HOSPITAL,275 GUTHRIE DRIVE,TROY,PA,16947,BRADFORD,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,100 HOSPITAL DRIVE,MONTROSE,PA,18801,SUSQUEHANNA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391307,TYRONE HOSPITAL,187 HOSPITAL DRIVE,TYRONE,PA,16686,BLAIR,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391308,LECOM HEALTH CORRY MEMORIAL HOSPITAL,965 SHAMROCK LANE,CORRY,PA,16407,ERIE,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391309,BARNES-KASSON COUNTY HOSPITAL,2872 TURNPIKE STREET,SUSQUEHANNA,PA,18847,SUSQUEHANNA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391312,PENN HIGHLANDS BROOKVILLE,100 HOSPITAL ROAD,BROOKVILLE,PA,15825,JEFFERSON,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391313,UPMC COLE,1001 EAST SECOND STREET,COUDERSPORT,PA,16915,POTTER,Critical Access Hospitals,Voluntary non-profit - Other,Yes
391314,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,CRAWFORD,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391315,PENN HIGHLANDS ELK,763 JOHNSONBURG ROAD,SAINT MARYS,PA,15857,ELK,Critical Access Hospitals,Voluntary non-profit - Private,Yes
391316,UPMC SUSQUEHANNA SOLDIERS & SAILORS,32-36 CENTRAL AVENUE,WELLSBORO,PA,16901,TIOGA,Critical Access Hospitals,Voluntary non-profit - Private,Yes
393302,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,PA,15224,ALLEGHENY,Childrens,Voluntary non-profit - Other,Yes
393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,Childrens,Voluntary non-profit - Private,Yes
393304,CHILDREN'S HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,ALLEGHENY,Childrens,Voluntary non-profit - Private,No
393307,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,160 EAST ERIE AVE,PHILADELPHIA,PA,19134,PHILADELPHIA,Childrens,Proprietary,Yes
393308,"CHILDREN'S INSTITUTE OF PITTSBURGH, THE",6301 NORTHUMBERLAND STREET,PITTSBURGH,PA,15217,ALLEGHENY,Childrens,Voluntary non-profit - Private,No
393309,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,3551 N BROAD STREET,PHILADELPHIA,PA,19104,PHILADELPHIA,Childrens,Voluntary non-profit - Other,No
400001,PRESBYTERIAN COMMUNITY HOSP,1451 ASHFORD AVENUE,SAN JUAN,PR,907,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Other,Yes
400003,HOSPITAL METROPOLITANO DR PILA,2435 LAS AMERICAS AVE,PONCE,PR,733,PONCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Other,Yes
400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,PR,791,HUMACAO,Acute Care Hospitals,Proprietary,Yes
400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,SAN JUAN,Acute Care Hospitals,Proprietary,Yes
400007,RYDER MEMORIAL HOSPITAL INC,355 AVE FONT MARTELO,HUMACAO,PR,791,HUMACAO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,PR,631,LARES,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400011,HOSPITAL ORIENTE,300 FONT MARTELLO STREET,HUMACAO,PR,792,HUMACAO,Acute Care Hospitals,Proprietary,Yes
400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,PR,935,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Private,No
400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737,CAYEY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400014,BELLA VISTA HOSPITAL,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,PR,681,MAYAGUEZ,Acute Care Hospitals,Voluntary non-profit - Church,Yes
400015,SAN JUAN MUNICIPAL HOSPITAL,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,PR,936,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Other,Yes
400016,AUXILIO MUTUO HOSPITAL,PONCE DE LEON AVENUE STOP 37 1/2,HATO REY,PR,918,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400018,MENNONITE GENERAL HOSPITAL INC,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,PR,705,AIBONITO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400019,HOSPITAL PAVIA SANTURCE,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,PR,910,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400021,HOSPITAL DE LA CONCEPCION,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,PR,683,SAN GERMAN,Acute Care Hospitals,Voluntary non-profit - Church,Yes
400022,HOSPITAL DAMAS INC,PONCE BY PASS #2213,PONCE,PR,717,PONCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400032,HOSPITAL HERMANOS MELENDEZ INC,CARRETERA #2 KM 11 7,BAYAMON,PR,960,BAYAMON,Acute Care Hospitals,Proprietary,Yes
400044,SAN LUKE'S MEMORIAL HOSPITAL INC,TITO CASTRO AVE #917,PONCE,PR,733,PONCE,Acute Care Hospitals,Voluntary non-profit - Church,Yes
400048,HOSPITAL EPISCOPAL SAN LUCAS GUAYAMA INC,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,PR,785,GUAYANILLA,Acute Care Hospitals,Voluntary non-profit - Church,Yes
400061,HOSPITAL UNIVERSITARIO DE ADULTO,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,PR,927,SAN JUAN,Acute Care Hospitals,Government - State,Yes
400079,HOSP COMUNITARIO BUEN SAMARITANO,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,PR,603,AGUADILLA,Acute Care Hospitals,Voluntary non-profit - Other,Yes
400087,HOSPITAL DR CAYETANO COLL Y TOSTE,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,PR,613,ARECIBO,Acute Care Hospitals,Proprietary,Yes
400098,HOSPITAL SAN FRANCISCO,371 DE DIEGO AVE,SAN JUAN,PR,923,SAN JUAN,Acute Care Hospitals,Proprietary,Yes
400102,DOCTORS CENTER HOSPITAL BAYAMON,9 J STREET EXT HERMANAS DAVILA,BAYAMON,PR,959,BAYAMON,Acute Care Hospitals,Proprietary,Yes
400103,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,CARR 2 BO SABALOS,MAYAGUEZ,PR,682,MAYAGUEZ,Acute Care Hospitals,Proprietary,Yes
400104,HOSPITAL MENONITA CAGUAS INC,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,PR,725,CAGUAS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400105,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,LAUREL AVE SANTA JUANITA #100,BAYAMON,PR,956,BAYAMON,Acute Care Hospitals,Government - State,Yes
400106,METROPOLITAN HOSPITAL,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,PR,915,SAN JUAN,Acute Care Hospitals,Proprietary,Yes
400109,HIMA SAN PABLO BAYAMON,CALLE SANTA CRUZ NUMERO 70  URB SANTA CRUZ,BAYAMON,PR,961,BAYAMON,Acute Care Hospitals,Proprietary,Yes
400110,HOSPITAL METROPOLITANO DR TITO MATTEI,ROAD 128 KM 1.0,YAUCO,PR,698,YAUCO,Acute Care Hospitals,Proprietary,Yes
400111,HOSPITAL SAN CARLOS BORROMEO, CALLE CONCEPCION VERA AYALA #550 S,MOCA,PR,676,MOCA,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400112,"HOSPITAL UPR, DR  FEDERICO TRILLA",CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,PR,984,CAROLINA,Acute Care Hospitals,Proprietary,No
400113,HOSPITAL SAN CRISTOBAL,CARR 506 KM 1 0,COTO LAUREL,PR,780,PONCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400114,MANATI MEDICAL CENTER DR OTERO LOPEZ,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,PR,674,MANATI,Acute Care Hospitals,Proprietary,Yes
400115,CENTRO MEDICO WILMA N VAZQUEZ,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,PR,693,VEGA BAJA,Acute Care Hospitals,Proprietary,Yes
400117,HOSPITAL DR SUSONI INC,55 PALM ST,ARECIBO,PR,614,ARECIBO,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400118,"DOCTORS' CENTER HOSPITAL, INC","MARGINAL CARRETERA NO 2, KM 47 7",MANATI,PR,674,MANATI,Acute Care Hospitals,Proprietary,Yes
400120,HIMA SAN PABLO-CAGUAS,AVE LUIS MUNOZ MARIN,CAGUAS,PR,725,CAGUAS,Acute Care Hospitals,Proprietary,Yes
400122,PROFESSIONAL HOSPITAL GUAYNABO INC,AVE LAS CUMBRES ST 199KM 1 2,ALT DE SANTA,PR,969,GUAYNABO,Acute Care Hospitals,Proprietary,Yes
400123,HOSPITAL PEREA,15 DR BASORA STREET,MAYAGUEZ,PR,681,MAYAGUEZ,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400124,CENTRO CARDIOVASCULAR,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,PR,936,SAN JUAN,Acute Care Hospitals,Government - State,Yes
400125,HIMA-SAN PABLO FAJARDO,GENERAL VALERO AVE#404,FAJARDO,PR,738,FAJARDO,Acute Care Hospitals,Proprietary,Yes
400126,HOSPITAL METROPOLITANO SAN GERMAN,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,PR,683,SAN GERMAN,Acute Care Hospitals,Proprietary,Yes
400127,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,BO MONACILLO CARR NUM 22,SAN JUAN,PR,935,SAN JUAN,Acute Care Hospitals,Government - Local,Yes
400128,"HOSPITAL PAVIA HATO REY, INC",AVE PONCE DE LEON 435,HATO REY,PR,919,SAN JUAN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
400130,HOSPITAL METROPOLITANO DE LA MONTANA,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,PR,641,UTUADO,Acute Care Hospitals,Proprietary,Yes
400131,CARIBBEAN MEDICAL CENTER,151 AVE OSVALDO MOLINA,FAJARDO,PR,738,FAJARDO,Acute Care Hospitals,Proprietary,Yes
400132,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,PR,979,SAN JUAN,Acute Care Hospitals,Government - State,Yes
400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,PR,928,SAN JUAN,Acute Care Hospitals,Proprietary,Yes
400134,SAN JORGE CHILDRENS HOSPITAL INC,258 SAN JORGE STREET,SAN JUAN,PR,912,SAN JUAN,Acute Care Hospitals,Proprietary,Yes
403301,UNIVERSITY PEDIATRIC HOSPITAL,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,PR,935,SAN JUAN,Childrens,Government - State,Yes
410001,MEMORIAL HOSPITAL OF RHODE ISLAND,111 BREWSTER STREET,PAWTUCKET,RI,2860,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,2904,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410006,NEWPORT HOSPITAL,FRIENDSHIP STREET,NEWPORT,RI,2840,NEWPORT,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,2903,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,2879,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410009,KENT COUNTY MEMORIAL HOSPITAL,455 TOLL GATE RD,WARWICK,RI,2886,KENT,Acute Care Hospitals,Proprietary,Yes
410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,101 DUDLEY STREET,PROVIDENCE,RI,2905,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410011,LANDMARK MEDICAL CENTER,115 CASS AVENUE,WOONSOCKET,RI,2895,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,2906,PROVIDENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
410013,WESTERLY HOSPITAL,25 WELLS STREET,WESTERLY,RI,2891,WASHINGTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,YORK,Acute Care Hospitals,Proprietary,Yes
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,CHARLESTON,Acute Care Hospitals,Government - State,Yes
420005,MCLEOD MEDICAL CENTER - DILLON,301 E JACKSON STREET PO BOX 1327,DILLON,SC,29536,DILLON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,SPARTANBURG,Acute Care Hospitals,Government - Hospital District or Authority,Yes
420009,GHS OCONEE MEMORIAL  HOSPITAL,298 MEMORIAL DRIVE,SENECA,SC,29672,OCONEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420010,CAROLINA PINES REGIONAL MEDICAL CENTER,1304 W BOBO NEWSOM HWY,HARTSVILLE,SC,29550,DARLINGTON,Acute Care Hospitals,Proprietary,Yes
420011,CANNON MEMORIAL HOSPITAL,123 W G ACKER DRIVE,PICKENS,SC,29671,PICKENS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420015,BAPTIST EASLEY HOSPITAL,PO BOX 2129,EASLEY,SC,29641,PICKENS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420018,PALMETTO HEALTH RICHLAND,5 RICHLAND MEDICAL PARK,COLUMBIA,SC,29203,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420019,CHESTER REGIONAL MEDICAL CENTER,1 MEDICAL PARK DRIVE,CHESTER,SC,29706,CHESTER,Acute Care Hospitals,Proprietary,Yes
420020,TIDELANDS HEALTH,606 BLACK RIVER RD DRAWER 1718,GEORGETOWN,SC,29440,GEORGETOWN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420026,PROVIDENCE HEALTH,2435 FOREST DR,COLUMBIA,SC,29204,RICHLAND,Acute Care Hospitals,Proprietary,Yes
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,ANDERSON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420030,COLLETON MEDICAL CENTER,501 ROBERTSON BOULEVARD,WALTERBORO,SC,29488,COLLETON,Acute Care Hospitals,Proprietary,Yes
420033,GHS GREER MEMORIAL HOSPITAL,830 SOUTH BUNCOMBE ROAD,GREER,SC,29650,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420036,SPRINGS MEMORIAL HOSPITAL,800 W MEETING ST,LANCASTER,SC,29720,LANCASTER,Acute Care Hospitals,Proprietary,Yes
420037,GHS HILLCREST MEMORIAL HOSPITAL,729 SOUTH EAST MAIN STREET,SIMPSONVILLE,SC,29681,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,22725 HIGHWAY 76 EAST,CLINTON,SC,29325,LAURENS,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420043,MARY BLACK HEALTH SYSTEM GAFFNEY,1530 N LIMESTONE ST,GAFFNEY,SC,29340,CHEROKEE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420048,KERSHAWHEALTH,1315 ROBERTS STREET,CAMDEN,SC,29020,KERSHAW,Acute Care Hospitals,Proprietary,Yes
420049,CONWAY MEDICAL CENTER,300 SINGLETON RIDGE ROAD,CONWAY,SC,29526,HORRY,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,555 E CHEVES ST BOX 8700,FLORENCE,SC,29506,FLORENCE,Acute Care Hospitals,Voluntary non-profit - Other,Yes
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST PO BOX 497,NEWBERRY,SC,29108,NEWBERRY,Acute Care Hospitals,Voluntary non-profit - Other,Yes
420055,CAROLINAS HOSPITAL SYSTEM MARION,2829 E HWY 76,MULLINS,SC,29574,MARION,Acute Care Hospitals,Proprietary,Yes
420057,MCLEOD MEDICAL CENTER - DARLINGTON,701 CASHUA FERRY ROAD,DARLINGTON,SC,29540,DARLINGTON,Acute Care Hospitals,Voluntary non-profit - Private,No
420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,2095 HENRY TECKLENBURG DRIVE,CHARLESTON,SC,29414,CHARLESTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,FLORENCE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,955 RIBAUT RD,BEAUFORT,SC,29902,BEAUFORT,Acute Care Hospitals,Voluntary non-profit - Other,Yes
420068,TRMC OF ORANGEBURG & CALHOUN,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,SC,29115,ORANGEBURG,Acute Care Hospitals,Government - Local,Yes
420070,PALMETTO HEALTH TUOMEY HOSPITAL,129 N WASHINGTON ST,SUMTER,SC,29150,SUMTER,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,GREENWOOD,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,HAMPTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420073,LEXINGTON MEDICAL CENTER,2720 SUNSET BLVD,WEST COLUMBIA,SC,29169,LEXINGTON,Acute Care Hospitals,Government - Hospital District or Authority,Yes
420078,GHS GREENVILLE MEMORIAL HOSPITAL,701 GROVE RD,GREENVILLE,SC,29605,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420079,TRIDENT MEDICAL CENTER,9330 MEDICAL PLAZA DR,CHARLESTON,SC,29406,CHARLESTON,Acute Care Hospitals,Proprietary,Yes
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,BEAUFORT,Acute Care Hospitals,Proprietary,Yes
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,AIKEN,Acute Care Hospitals,Proprietary,Yes
420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,1700 SKYLYN DR PO BOX 3217,SPARTANBURG,SC,29307,SPARTANBURG,Acute Care Hospitals,Proprietary,Yes
420085,GRAND STRAND REGIONAL MEDICAL CENTER,809 82ND PARKWAY,MYRTLE BEACH,SC,29572,HORRY,Acute Care Hospitals,Proprietary,Yes
420086,PALMETTO HEALTH BAPTIST,1330 TAYLOR AT MARION ST,COLUMBIA,SC,29220,RICHLAND,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420087,ROPER HOSPITAL,316 CALHOUN ST,CHARLESTON,SC,29401,CHARLESTON,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,CHARLESTON,Acute Care Hospitals,Proprietary,Yes
420091,CAROLINAS HOSPITAL SYSTEM,805 PAMPLICO HWY BOX 100550,FLORENCE,SC,29505,FLORENCE,Acute Care Hospitals,Proprietary,Yes
420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,4070 HIGHWAY 17 BYPASS PO DRAWER 3350,MURRELLS INLET,SC,29576,GEORGETOWN,Acute Care Hospitals,Voluntary non-profit - Private,Yes
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,JASPER,Acute Care Hospitals,Proprietary,Yes
420102,GHS PATEWOOD MEMORIAL HOSPITAL,175 PATEWOOD DRIVE,GREENVILLE,SC,29615,GREENVILLE,Acute Care Hospitals,Voluntary non-profit - Private,No
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,GREENVILLE,Acute Care Hospitals,Government - Hospital District or Authority,Yes
